what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1279829546860
java.runtime.version,sysinfo,,,"1.6.0_20-b02-279-10M3065",1279829546860
java.specification.name,sysinfo,,,"Java Platform API Specification",1279829546860
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1279829546860
java.specification.version,sysinfo,,,"1.6",1279829546860
java.vendor,sysinfo,,,"Apple Inc.",1279829546860
java.version,sysinfo,,,"1.6.0_20",1279829546860
java.vm.info,sysinfo,,,"mixed mode",1279829546860
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1279829546860
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1279829546860
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1279829546860
java.vm.specification.version,sysinfo,,,"1.0",1279829546860
java.vm.vendor,sysinfo,,,"Apple Inc.",1279829546860
java.vm.version,sysinfo,,,"16.3-b01-279",1279829546860
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829561437
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829566559
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829566610
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829605501
activated,view,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1279829648980
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1279829649020
closed,view,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1279829649035
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829659677
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829663227
started,bundle,org.eclipse.team.svn.core,0.7.9.I20100512-1900,"org.eclipse.team.svn.core",1279829663293
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20100512-1900,"org.eclipse.team.svn.ui",1279829663369
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20100512-1900,"org.polarion.eclipse.team.svn.connector.svnkit16",1279829663569
opened,view,org.eclipse.team.svn.ui,0.7.9.I20100512-1900,"org.eclipse.team.svn.ui.repository.RepositoriesView",1279829663743
opened,view,org.eclipse.team.svn.ui,0.7.9.I20100512-1900,"org.eclipse.team.svn.ui.repository.browser.RepositoryBrowser",1279829663767
activated,perspective,org.eclipse.team.svn.ui,0.7.9.I20100512-1900,"org.eclipse.team.svn.ui.repository.RepositoryPerspective",1279829663788
activated,view,org.eclipse.team.svn.ui,0.7.9.I20100512-1900,"org.eclipse.team.svn.ui.repository.RepositoriesView",1279829663799
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.perspectives.showPerspective",1279829663805
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.perspectives.showPerspective",1279829663806
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829709979
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829711960
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829712001
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829754223
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1279829766973
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829767111
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829896583
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829901436
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1279829902693
started,bundle,org.eclipse.equinox.security.ui,1.0.200.v20100503,"org.eclipse.equinox.security.ui",1279829913311
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829913457
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829913530
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829915614
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829915670
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829917835
opened,view,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui.GenericHistoryView",1279829921928
closed,view,org.eclipse.team.svn.ui,0.7.9.I20100512-1900,"org.eclipse.team.svn.ui.repository.browser.RepositoryBrowser",1279829921934
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829926629
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829927991
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829928061
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1279829928443
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1279829928443
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1279829928443
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1279829928444
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1279829928444
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1279829928444
stopped,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1279829928444
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1279829928444
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1279829928444
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1279829928457
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1279829928457
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1279829928457
stopped,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1279829928457
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1279829928457
stopped,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1279829928457
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1279829928465
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1279829928465
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1279829928465
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1279829928465
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1279829928465
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1279829928466
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.resources.ui",1279829928466
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1279829928466
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1279829928467
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.help.ui",1279829928467
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1279829928467
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1279829928469
stopped,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1279829928469
stopped,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20100512-1900,"org.eclipse.team.svn.revision.graph",1279829928470
stopped,bundle,org.eclipse.team.svn.ui,0.7.9.I20100512-1900,"org.eclipse.team.svn.ui",1279829928470
stopped,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1279829928470
activated,perspective,org.eclipse.team.svn.ui,,"org.eclipse.team.svn.ui.repository.RepositoryPerspective",1279829944560
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1279829944561
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1279829944562
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1279829944562
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1279829944563
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1279829944563
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1279829944564
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1279829944564
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1279829944565
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1279829944565
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1279829944566
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1279829944566
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1279829944566
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1279829944567
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1279829944567
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1279829944568
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1279829944568
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1279829944568
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1279829944569
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1279829944569
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.artifact.repository",1279829944570
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1279829944571
started,bundle,org.eclipse.equinox.p2.director,2.0.0.v20100525,"org.eclipse.equinox.p2.director",1279829944571
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1279829944572
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1279829944572
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1279829944574
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1279829944575
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1279829944575
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1279829944576
started,bundle,org.eclipse.equinox.p2.publisher,1.1.0.v20100513,"org.eclipse.equinox.p2.publisher",1279829944576
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1279829944577
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1279829944578
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.0.v20100513,"org.eclipse.equinox.p2.touchpoint.eclipse",1279829944578
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1279829944579
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1279829944580
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1279829944580
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1279829944580
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1279829944581
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1279829944582
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1279829944582
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1279829944583
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1279829944583
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1279829944584
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1279829944587
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1279829944587
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1279829944588
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1279829944588
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1279829944589
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1279829944589
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1279829944590
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1279829944590
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1279829944591
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1279829944591
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1279829944592
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1279829944593
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1279829944594
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1279829944595
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1279829944595
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1279829944596
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1279829944597
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1279829944597
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1279829944598
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1279829944598
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1279829944599
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1279829944599
started,bundle,org.eclipse.team.svn.core,0.7.9.I20100512-1900,"org.eclipse.team.svn.core",1279829944600
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20100512-1900,"org.eclipse.team.svn.ui",1279829944601
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20100512-1900,"org.polarion.eclipse.team.svn.connector.svnkit16",1279829944601
os,sysinfo,,,"macosx",1279829944604
arch,sysinfo,,,"x86",1279829944604
ws,sysinfo,,,"cocoa",1279829944604
locale,sysinfo,,,"de_DE",1279829944604
processors,sysinfo,,,"2",1279829944604
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1279829944604
java.runtime.version,sysinfo,,,"1.6.0_20-b02-279-10M3065",1279829944604
java.specification.name,sysinfo,,,"Java Platform API Specification",1279829944604
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1279829944604
java.specification.version,sysinfo,,,"1.6",1279829944604
java.vendor,sysinfo,,,"Apple Inc.",1279829944604
java.version,sysinfo,,,"1.6.0_20",1279829944604
java.vm.info,sysinfo,,,"mixed mode",1279829944604
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1279829944604
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1279829944604
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1279829944604
java.vm.specification.version,sysinfo,,,"1.0",1279829944604
java.vm.vendor,sysinfo,,,"Apple Inc.",1279829944604
java.vm.version,sysinfo,,,"16.3-b01-279",1279829944604
started,bundle,org.eclipse.equinox.security.ui,1.0.200.v20100503,"org.eclipse.equinox.security.ui",1279829950352
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829950486
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829957027
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1279829957252
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20100512-1900,"org.eclipse.team.svn.revision.graph",1279829974492
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829974518
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829975101
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279829975428
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1279830003171
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1279830007722
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1279830007725
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1279830007872
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1279830007948
